,APPLICATION_TYPE_T10,APPLICATION_TYPE_T12,APPLICATION_TYPE_T13,APPLICATION_TYPE_T14,APPLICATION_TYPE_T15,APPLICATION_TYPE_T17,APPLICATION_TYPE_T19,APPLICATION_TYPE_T2,APPLICATION_TYPE_T25,APPLICATION_TYPE_T29,APPLICATION_TYPE_T3,APPLICATION_TYPE_T4,APPLICATION_TYPE_T5,APPLICATION_TYPE_T6,APPLICATION_TYPE_T7,APPLICATION_TYPE_T8,APPLICATION_TYPE_T9,AFFILIATION_CompanySponsored,AFFILIATION_Family/Parent,AFFILIATION_Independent,AFFILIATION_National,AFFILIATION_Other,AFFILIATION_Regional,CLASSIFICATION_C0,CLASSIFICATION_C1000,CLASSIFICATION_C1200,CLASSIFICATION_C1230,CLASSIFICATION_C1234,CLASSIFICATION_C1235,CLASSIFICATION_C1236,CLASSIFICATION_C1237,CLASSIFICATION_C1238,CLASSIFICATION_C1240,CLASSIFICATION_C1245,CLASSIFICATION_C1246,CLASSIFICATION_C1248,CLASSIFICATION_C1250,CLASSIFICATION_C1256,CLASSIFICATION_C1257,CLASSIFICATION_C1260,CLASSIFICATION_C1267,CLASSIFICATION_C1270,CLASSIFICATION_C1278,CLASSIFICATION_C1280,CLASSIFICATION_C1283,CLASSIFICATION_C1300,CLASSIFICATION_C1370,CLASSIFICATION_C1400,CLASSIFICATION_C1500,CLASSIFICATION_C1570,CLASSIFICATION_C1580,CLASSIFICATION_C1600,CLASSIFICATION_C1700,CLASSIFICATION_C1720,CLASSIFICATION_C1728,CLASSIFICATION_C1732,CLASSIFICATION_C1800,CLASSIFICATION_C1820,CLASSIFICATION_C1900,CLASSIFICATION_C2000,CLASSIFICATION_C2100,CLASSIFICATION_C2150,CLASSIFICATION_C2170,CLASSIFICATION_C2190,CLASSIFICATION_C2300,CLASSIFICATION_C2380,CLASSIFICATION_C2400,CLASSIFICATION_C2500,CLASSIFICATION_C2561,CLASSIFICATION_C2570,CLASSIFICATION_C2600,CLASSIFICATION_C2700,CLASSIFICATION_C2710,CLASSIFICATION_C2800,CLASSIFICATION_C3000,CLASSIFICATION_C3200,CLASSIFICATION_C3700,CLASSIFICATION_C4000,CLASSIFICATION_C4100,CLASSIFICATION_C4120,CLASSIFICATION_C4200,CLASSIFICATION_C4500,CLASSIFICATION_C5000,CLASSIFICATION_C5200,CLASSIFICATION_C6000,CLASSIFICATION_C6100,CLASSIFICATION_C7000,CLASSIFICATION_C7100,CLASSIFICATION_C7120,CLASSIFICATION_C7200,CLASSIFICATION_C7210,CLASSIFICATION_C8000,CLASSIFICATION_C8200,CLASSIFICATION_C8210,USE_CASE_CommunityServ,USE_CASE_Heathcare,USE_CASE_Other,USE_CASE_Preservation,USE_CASE_ProductDev,ORGANIZATION_Association,ORGANIZATION_Co-operative,ORGANIZATION_Corporation,ORGANIZATION_Trust,INCOME_AMT_0,INCOME_AMT_1-9999,INCOME_AMT_10000-24999,INCOME_AMT_100000-499999,INCOME_AMT_10M-50M,INCOME_AMT_1M-5M,INCOME_AMT_25000-99999,INCOME_AMT_50M+,INCOME_AMT_5M-10M,SPECIAL_CONSIDERATIONS_N,SPECIAL_CONSIDERATIONS_Y,STATUS,ASK_AMT
AFFILIATION_Independent,-0.09101471564410868,0.02526705152893913,0.04062004453591236,-0.0006233671722741872,0.0058098213928543295,0.005809821392854439,-0.12347659895952215,0.019272744231736763,0.010063297060790958,0.00821648792121089,0.1963020714259817,-0.0883307778150963,-0.13236967105071426,0.01734418720821439,-0.0028628714541259776,-0.10311051180313124,0.05809252765314122,-0.993377176495309,-0.045914852992930896,1.0,-0.03347251168835152,-0.009463222265759328,-0.022197107095506787,-0.0043724064714431386,0.146799944105367,-0.046705189077085596,0.02847492897219778,0.005809821392854354,0.016434892783325696,,0.014232481221109735,0.014232481221109799,0.02787484733111637,0.0058098213928544085,0.005809821392854417,0.005809821392854366,0.0183754833016037,0.00821648792121091,0.010063297060790868,0.010063297060790934,0.005809821392854403,0.04693935816392179,0.014232481221109849,0.03630915222201543,,-0.02988607744839184,0.00580982139285437,0.03236659613001986,0.02095249676301765,0.005809821392854367,0.0058098213928544,0.010063297060790944,0.021334527569078113,0.014232481221109683,0.005809821392854364,0.005809821392854385,-0.01088714764262228,0.005809821392854343,0.005809821392854337,-0.03152953609147836,-0.182907818418881,,,,0.0002042476836405899,0.005809821392854444,0.01299216577027896,0.005809821392854405,0.005809821392854433,0.005809821392854361,,-0.004627995289722894,0.008216487921210876,-0.024517060109476487,-0.14592220446698204,0.0058098213928543625,0.005809821392854368,0.06677843365830315,0.012992165770278943,0.005809821392854366,0.005809821392854333,,-0.050927118826925716,0.00580982139285432,0.020130116280472198,0.005809821392854335,0.1053206786460892,0.01017450677521996,0.020952496763017525,0.0245952547461727,0.014232481221109738,0.01927879260092,-0.010087766059727618,0.0058098213928543686,-0.10242284340047943,0.03202322926571717,0.010063297060790942,0.16428577863403504,-0.14735170684349297,-0.48068955266134844,0.10073598377676593,0.027462596258970847,0.44636730360692106,-0.2723780667349598,0.08907523261809622,0.0592857748780748,0.1404416238517426,0.05253983118566437,0.10121153838540854,0.1165034909946405,0.029092019053316084,0.029553794652441907,-0.027261608147092473,0.027261608147091932,-0.002845445294672638,0.019091903228613046
AFFILIATION_National,-0.0038546928559405878,0.04080878601627321,-0.0014171911564584024,-0.0002750264879799265,-0.00019446931447954994,-0.00019446931447955005,-0.00556622815984236,-0.0006451071565634092,-0.00033684382849067307,-0.0002750264879799267,0.010133596479598498,-0.0068144727668543355,-0.0059045058479467545,-0.006050700984265239,-0.004528133364056391,-0.004690896648370546,0.017269713191305883,-0.02887019119052669,-0.0013344081339451725,-0.03347251168835152,1.0,-0.00027502648797992713,-0.0006451071565634114,-0.00033684382849067307,0.006080405655622507,-0.00908557336809514,-0.0009531273928468603,-0.0001944693144795496,-0.0005501171407866587,,-0.00047639689402783096,-0.00047639689402783145,-0.0009330411531018027,-0.0001944693144795499,-0.00019446931447955,-0.0001944693144795497,-0.0006150735795920299,-0.0002750264879799268,-0.0003368438284906716,-0.00033684382849067307,-0.00019446931447955002,-0.0018377660934146764,-0.0004763968940278329,-0.001215358522145526,,-0.0012613108061597194,-0.00019446931447954992,-0.0010833912672742196,-0.0007013326928002475,-0.00019446931447955,-0.00019446931447955002,-0.00033684382849067366,-0.0028634157221101267,-0.0004763968940278283,-0.00019446931447954994,-0.00019446931447955016,-0.0006451071565634107,-0.00019446931447954983,-0.00019446931447954983,0.0017502846571177601,-0.007522186857308612,,,,-0.0009920850467065902,-0.00019446931447954992,-0.00043488042060265634,-0.00019446931447955043,-0.0001944693144795501,-0.00019446931447954967,,-0.0017311076918609769,-0.0002750264879799263,-0.001569815840490313,-0.002163409169533139,-0.00019446931447954964,-0.00019446931447954992,0.014381494421436441,-0.00043488042060265737,-0.00019446931447954994,-0.00019446931447954978,,-0.0017958531212493446,-0.00019446931447954986,-0.0006738055524859727,-0.00019446931447954975,0.0034785475089853368,-0.0015206284012269848,-0.000701332692800243,-0.0009125144973467893,-0.00047639689402783264,0.050926577809136606,-0.0005501171407866647,-0.0001944693144795497,-0.0033012947746900996,0.05478360233269221,-0.0003368438284906745,-0.0014249284456059458,-0.007262655344392468,-0.014971045330244629,0.017457064623857325,-0.0011346692841404387,0.010427650127577768,-0.02966414222347495,0.0037690030536242057,-0.0038798969060755565,0.010522090139405495,0.028058114649531157,0.002424075863471045,0.005155517267085933,0.05670564802758597,0.030980107320387543,0.0009125144973474312,-0.0009125144973467864,0.000336843828488753,0.014973663612713985
AFFILIATION_Other,-0.0010897842265806083,-0.0002637858759184636,-0.00040066293893630006,-7.775445144234514e-05,-5.4979631164944124e-05,-5.497963116494424e-05,-0.0015736630327878335,-0.00018238226233605425,-9.523121681262704e-05,-7.77544514423451e-05,-0.006180138787866569,-0.0019265620404323727,-0.001669299624982782,0.021871512887436884,-0.0012801767872107166,-0.0013261926091039154,-0.0005725571617382294,-0.008162071571880234,-0.00037725883502058816,-0.009463222265759328,-0.00027502648797992713,1.0,-0.00018238226233605485,-9.523121681262765e-05,0.00877339820480101,-0.003580502111094006,-0.0002694645818656164,-5.4979631164944145e-05,-0.00015552704332253377,,-0.00013468513318860606,-0.00013468513318860622,-0.0002637858759184621,-5.4979631164944145e-05,-5.49796311649442e-05,-5.4979631164944165e-05,-0.0001738912827238229,-7.775445144234534e-05,-9.523121681262762e-05,-9.523121681262677e-05,-5.497963116494418e-05,-0.0005195662989494685,-0.00013468513318860628,-0.00034360157775821954,,-0.0003565930341895277,-5.497963116494344e-05,-0.0003062922931644433,-0.0001982781338910388,-5.4979631164943474e-05,-5.4979631164944226e-05,-9.523121681262675e-05,-0.0008095340938226598,-0.0001346851331886059,-5.49796311649442e-05,-5.497963116494422e-05,-0.00018238226233605493,-5.497963116494461e-05,-5.497963116494419e-05,-0.004110486910530843,-0.0021266442990012457,,,,-0.0002804785428393203,-5.497963116494418e-05,-0.00012294775239773885,-5.4979631164944335e-05,-5.497963116494424e-05,-5.497963116494414e-05,,-0.0004894122379154165,-7.775445144234533e-05,-0.00044381241399459937,-0.002146465803780685,-5.497963116494414e-05,-5.4979631164943515e-05,-0.0006615971212810169,-0.00012294775239774007,-5.497963116494455e-05,-5.497963116494415e-05,,-0.0005077168215301458,-5.497963116494418e-05,-0.0001904957645976883,-5.4979631164944145e-05,-0.0013591878278451004,-0.0004299063266723693,-0.00019827813389103685,-0.0002579826572179676,-0.00013468513318860647,-0.0002129931656014165,-0.00015552704332253412,-5.497963116494418e-05,-0.0009333296081439349,-0.000583109202808322,-9.523121681262666e-05,-0.007253615220116667,0.007880855902844729,-0.0057719957065398165,-0.001053477263716281,0.242384712289335,-0.012992807327852665,-0.004106567952637527,-0.0013285741238723177,-0.0010969098205798088,-0.002925679370141338,-0.0007234598016039076,-0.0014780460390935353,0.011094353679180038,-0.0005645159193948171,-0.0006639033362073251,0.00025798265721831885,-0.0002579826572179671,9.523121681061304e-05,-0.00016895383289040102
AFFILIATION_Regional,-0.0025562177986593903,-0.0006187409714796846,0.040527564197526955,-0.00018238226233605392,-0.0001289612276629537,-0.00012896122766295354,-0.0036912127698216883,-0.0004277991677361664,-0.0002233760825922728,-0.00018238226233605428,-0.003015573454875255,0.004497947581289782,-0.003915539708319232,0.006044731546789652,-0.0030028060684695094,-0.003110741621282951,-0.0013430005425729002,-0.019145104248238676,-0.0008849052181705466,-0.022197107095506787,-0.0006451071565634114,-0.00018238226233605485,1.0,-0.00022337608259227155,0.009297095558316168,0.002389892988378729,-0.0006320610479328149,-0.00012896122766295354,-0.0003648070752146478,,-0.0003159199098997566,-0.0003159199098997549,-0.0006187409714796879,-0.0001289612276629534,-0.0001289612276629535,-0.00012896122766295357,-0.0004078825707773897,-0.00018238226233605417,-0.00022337608259227182,-0.00022337608259227204,-0.00012896122766295354,-0.0012187042063596574,-0.0003159199098997573,-0.0008059581404191267,,-0.0008364311380550161,-0.00012896122766295395,-0.0007184448006150556,-0.0004650848145669567,-0.00012896122766295397,-0.00012896122766295349,-0.00022337608259227255,-0.0018988579654378,-0.00031591990989975646,-0.0001289612276629537,-0.0001289612276629536,-0.0004277991677361702,-0.00012896122766295343,-0.00012896122766295368,-0.004731485671968029,-0.004988295734084362,,,,-0.0006578955960828212,-0.00012896122766295346,-0.00028838849500545605,-0.00012896122766295376,-0.0001289612276629535,-0.00012896122766295357,,-0.001147974289705479,-0.00018238226233605384,-0.0010410145093388058,-0.005034789417950938,-0.00012896122766295349,-0.00012896122766295384,-0.0015518542989622285,-0.0002883884950054545,-0.00012896122766295368,-0.0001289612276629536,,-0.0011909098555649969,-0.00012896122766295368,-0.00044683034692263597,-0.00012896122766295354,-0.003188135809379727,-0.0010083961367694763,-0.0004650848145669563,-0.0006051288356367421,-0.00031591990989975744,-0.0004996006618773243,-0.00036480707521464693,-0.00012896122766295357,-0.0021892349863047496,-0.001367751602954997,-0.0002233760825922724,0.00489844099381653,-0.004210950733776371,-0.009435564011430062,0.013492136911489067,-0.000752449527915534,0.005943837199675498,-0.007558232669237659,-0.003116327745848088,0.01277634833838499,-0.0005715307935957795,-0.0016969605325239982,0.008065895519001401,-0.001174528215561638,-0.0013241388575712268,0.023558130534324283,0.0006051288356365174,-0.0006051288356367403,0.00022337608259303296,0.00035228293743220303
CLASSIFICATION_C0,-0.0013347335880497153,-0.0003230766789001966,-0.0004907194186164263,-9.523121681262723e-05,-6.733733025728316e-05,-6.733733025728305e-05,-0.0019273731945309463,-0.00022337608259227564,-0.00011663621165584766,-9.523121681262736e-05,-0.0031731612063960906,-0.002359592846094923,-0.0020445058972584154,-0.0020951277149094246,0.02375109100518945,-0.0016242791705182913,-0.0007012500788787087,0.004446136947183146,-0.0004620548051704107,-0.0043724064714431386,-0.00033684382849067307,-9.523121681262765e-05,-0.00022337608259227155,1.0,-0.010854541716858892,-0.004385286842290906,-0.0003300317800839497,-6.733733025728324e-05,-0.00019048465146535813,,-0.000164958132713885,-0.00016495813271388452,-0.0003230766789001998,-6.733733025728308e-05,-6.733733025728304e-05,-6.733733025728323e-05,-0.0002129765967055593,-9.523121681262723e-05,-0.00011663621165584645,-0.00011663621165584491,-6.733733025728306e-05,-0.0006363485298392096,-0.00016495813271388444,-0.00042083245064003207,,-0.000436743979577245,-6.73373302572832e-05,-0.00037513720741773945,-0.00024284484820501158,-6.733733025728319e-05,-6.733733025728304e-05,-0.00011663621165584644,-0.0009914920030424752,-0.00016495813271388504,-6.733733025728289e-05,-6.73373302572831e-05,-0.00022337608259227125,-6.733733025728262e-05,-6.733733025728308e-05,-0.005034395625213627,-0.0026046473296991216,,,,-0.000343521334520973,-6.733733025728304e-05,-0.0001505825563427213,-6.733733025728316e-05,-6.733733025728305e-05,-6.733733025728323e-05,,-0.0005994167803271799,-9.523121681262692e-05,-0.0005435675442015657,-0.0026289240879320934,-6.733733025728324e-05,-6.733733025728313e-05,-0.0008103034325441782,-0.00015058255634271887,-6.733733025728283e-05,-6.733733025728319e-05,,-0.000621835661028447,-6.733733025728312e-05,-0.00023331324604277922,-6.733733025728321e-05,-0.0016646906810033463,-0.0005265358039959237,-0.00024284484820501405,-0.0003159690783959658,-0.00016495813271388485,-0.0002608673581606645,-0.00019048465146535544,-6.73373302572833e-05,-0.0011431128716367564,0.05396263891604056,-0.00011663621165584629,-0.013545446393395187,0.0048240481314287065,0.0007867059886120467,-0.0012902659570883637,-0.0003928928351675442,-0.000418038811804511,-0.0010584072701629837,-0.0016271959752162445,-0.0013434607924022294,0.008461186615350436,-0.0008860709058290854,-0.0018102644954331563,-0.0037691261510537284,-0.0006914014171128145,-0.0008131280123539385,0.0003159690783952912,-0.0003159690783959621,0.00011663621165700789,-0.00031181103274134376
CLASSIFICATION_C1000,0.12296544827651923,0.016757508560322907,0.022918184778003312,0.008773398204800983,0.00620360877628735,0.00620360877628738,0.1775637557813641,0.020579043170964696,0.01074538333338308,0.00877339820480101,-0.10446735295790849,-0.08611281185901488,-0.08731683397225988,-0.09143006609707373,0.14390150587681402,0.14911186232706652,0.052579773741151005,-0.1483201272386237,0.0061558833461643194,0.146799944105367,0.006080405655622507,0.00877339820480101,0.009297095558316168,-0.010854541716858892,1.0,-0.40810892512945696,-0.03071382098194967,-0.006266628948274324,-0.01772711550211248,,-0.015351535407899701,-0.015351535407899729,-0.0300665568529778,-0.006266628948274329,-0.0062666289482743364,-0.006266628948274326,-0.019820288406454206,-0.008862523919157806,-0.010854541716858896,-0.010854541716858877,-0.006266628948274341,-0.05922064481983129,-0.015351535407899637,-0.03916402398903877,,-0.040644802146834136,-0.006266628948274329,-0.034911477401861436,-0.02259992414142738,-0.0062666289482743295,-0.006266628948274341,-0.010854541716858847,-0.09227144088588922,-0.015351535407899717,-0.006266628948274336,-0.006266628948274345,-0.02078809807541284,-0.006266628948274325,-0.006266628948274331,-0.4685170802211521,-0.24239687397723314,,,,-0.03196920238794522,-0.006266628948274333,-0.014013697945507471,-0.0062666289482743495,-0.006266628948274337,-0.006266628948274324,,-0.05578365719768704,-0.008862523919157796,-0.05058614730968603,-0.2446561473302437,-0.006266628948274324,-0.006266628948274328,-0.07540944863519093,-0.014013697945507527,-0.006266628948274334,-0.0062666289482743295,,-0.05787003048058536,-0.00626662894827433,-0.0217128825286243,-0.006266628948274329,-0.1549214792395167,-0.04900111868136999,-0.02259992414142726,-0.029405100645812653,-0.015351535407899679,-0.024277156995434333,-0.01772711550211256,-0.006266628948274326,-0.03507441260985274,0.042177390477138,0.010745383333383042,-0.00596936545616263,0.008270638869315665,-0.08254425056409094,0.04692121470436592,0.008376153310868254,0.06885484864545516,-0.08271759497710873,0.02219539007708558,0.008256916320026701,0.04345565024457067,0.029160083229360187,0.035633918810007256,0.029850235543704418,0.027113823101322113,0.013639356983472817,-0.007831392832180888,0.007831392832180506,-0.0035454083166338514,0.005060430880518722
CLASSIFICATION_C1200,-0.05018329692419134,-0.008415732731826208,-0.018450062627762172,-0.0035805021110940022,-0.0025317481096142733,-0.0025317481096142746,-0.07246535351388145,-0.008398491188694958,-0.004385286842290941,-0.003580502111094003,0.20881165014361824,-0.08818114202915597,-0.07564888331010508,-0.07579008017658109,-0.05895065303856349,-0.06106962815029093,-0.026365591786674948,0.047406167848393285,-0.0017037628696321637,-0.046705189077085596,-0.00908557336809514,-0.003580502111094006,0.002389892988378729,-0.004385286842290906,-0.40810892512945696,1.0,-0.012408530782965107,-0.002531748109614274,-0.007161839568265184,,-0.006202093832175849,-0.006202093832175832,-0.012147032974738034,-0.0025317481096142724,-0.0025317481096142733,-0.002531748109614275,-0.008007491447035251,-0.0035805021110940074,-0.004385286842290921,-0.004385286842290907,-0.002531748109614274,-0.023925424149140458,-0.006202093832175814,-0.01582245327074007,,-0.016420694738792565,-0.0025317481096142716,-0.014104404081614577,-0.009130477597248025,-0.002531748109614273,-0.0025317481096142746,-0.004385286842290888,-0.03727810405921114,-0.006202093832175835,-0.002531748109614278,-0.002531748109614276,-0.008398491188694984,-0.002531748109614272,-0.002531748109614275,-0.18928314440869234,-0.0979294980656659,,,,-0.012915710883735132,-0.0025317481096142737,-0.005661601089691778,-0.0025317481096142785,-0.0025317481096142746,-0.002531748109614273,,-0.022536864688072093,-0.003580502111094001,-0.020437045799438253,-0.0988422553212482,-0.002531748109614274,-0.002531748109614273,-0.03046577842809287,-0.005661601089691773,-0.00253174810961428,-0.0025317481096142746,,-0.023379769487211693,-0.0025317481096142733,-0.008772108537120148,-0.002531748109614274,-0.06258901962135549,-0.019796686641979262,-0.009130477597248016,-0.011879801498947021,-0.006202093832175836,-0.009808087703505369,-0.007161839568265196,-0.0025317481096142763,0.024143617832548078,-0.009913257691368388,-0.004385286842290897,0.1591265805824479,-0.16971929485609866,0.06032453421047655,-0.03146920590866856,-0.008632838923954722,-0.050839001004121046,0.062478988702601476,-0.009704444296484996,0.0032008300264877968,-0.02987639159463825,-0.014156468873501537,-0.03522931706675952,-0.031661434519399484,-0.015500490503083447,-0.008227787637358087,0.0004345436866991114,-0.0004345436866983846,0.004385286842289166,-0.0014917910077556925
CLASSIFICATION_C1230,-0.003776738765330171,-0.0009141721076783599,-0.0013885310655117142,-0.00026946458186561506,-0.00019053652939694124,-0.00019053652939694115,-0.00545366140795141,-0.0006320610479328142,-0.00033003178008395045,-0.0002694645818656155,0.015899416056071224,-0.00667666255800434,-0.005785098050469116,-0.005928336658387314,-0.004436560174764933,-0.004596031870283851,-0.0019842449315761114,-0.028286344543306034,-0.0013074221777425944,0.02847492897219778,-0.0009531273928468603,-0.0002694645818656164,-0.0006320610479328149,-0.0003300317800839497,-0.03071382098194967,-0.012408530782965107,1.0,-0.00019053652939694107,-0.0005389920309421432,,-0.00046676264091572497,-0.00046676264091572475,-0.0009141721076783678,-0.00019053652939694096,-0.00019053652939694107,-0.00019053652939694118,-0.0006026348449515523,-0.0002694645818656155,-0.00033003178008394915,-0.00033003178008394964,-0.0001905365293969411,-0.0018006006460182537,-0.00046676264091572144,-0.0011907801259152168,,-0.0012358031092962187,-0.00019053652939694197,-0.0010614816666466543,-0.0006871495258591122,-0.00019053652939694183,-0.00019053652939694107,-0.0003300317800839512,-0.0028055083927848953,-0.0004667626409157238,-0.00019053652939694124,-0.00019053652939694124,-0.0006320610479328157,-0.00019053652939694075,-0.00019053652939694126,-0.014245237617444966,-0.007370064429458261,,,,-0.0009720219468658345,-0.0001905365293969411,-0.0004260857619931887,-0.00019053652939694145,-0.00019053652939694113,-0.00019053652939694113,,-0.001696099214944393,-0.00026946458186561496,-0.0015380691953373465,-0.00743875751902754,-0.00019053652939694105,-0.0001905365293969416,-0.0022928203896040024,-0.00042608576199318793,-0.0001905365293969412,-0.00019053652939694132,,-0.001759535286815134,-0.0001905365293969413,-0.0006601790714522454,-0.0001905365293969412,-0.004710379572013201,-0.001489876481786418,-0.000687149525859111,-0.0008940605658746967,-0.00046676264091572215,-0.000738145704128294,-0.0005389920309421453,-0.00019053652939694105,-0.003234532144925389,-0.0020208139161427526,-0.00033003178008395116,0.014431822034633697,-0.013673409939293916,-0.017224662724318038,-0.003650913936197432,-0.0011117226797041362,0.017999220213318057,0.01947876030026122,-0.004604285209730923,-0.003801433109794296,-0.010139187577351319,-0.0025072107039470467,-0.005122292685683622,-0.010665053291199577,-0.001956377330872191,-0.0023008127711240467,0.0008940605658750188,-0.0008940605658746999,0.00033003178008456677,-0.0009036463574265848
CLASSIFICATION_C1234,-0.0007705788378071606,-0.0001865211559658759,-0.0002833059740703621,-5.497963116494388e-05,-3.8875714341251254e-05,-3.887571434125099e-05,-0.001112726172143806,-0.00012896122766295321,-6.733733025728266e-05,-5.497963116494412e-05,0.00324400343989074,-0.0013622586030060874,-0.0011803501405110637,-0.0012095755243347647,-0.0009052040916134243,-0.0009377415588388969,-0.00040485118201311824,-0.00577134397117567,-0.00026675709516809157,0.005809821392854354,-0.0001944693144795496,-5.4979631164944145e-05,-0.00012896122766295354,-6.733733025728324e-05,-0.006266628948274324,-0.002531748109614274,-0.00019053652939694107,1.0,-0.00010997208930716442,,-9.523491978593248e-05,-9.523491978593248e-05,-0.00018652115596587478,-3.8875714341251044e-05,-3.887571434125098e-05,-3.8875714341251126e-05,-0.00012295731510682495,-5.497963116494398e-05,-6.733733025728301e-05,-6.733733025728293e-05,-3.887571434125102e-05,-0.00036738171194170287,-9.523491978593233e-05,-0.00024295828293313155,,-0.0002521444513085639,-3.887571434125118e-05,-0.00021657714760334567,-0.00014020108774718838,-3.8875714341251166e-05,-3.887571434125102e-05,-6.733733025728244e-05,-0.0005724159204803801,-9.523491978593274e-05,-3.8875714341251085e-05,-3.8875714341251044e-05,-0.00012896122766295446,-3.887571434125099e-05,-3.887571434125122e-05,-0.0029064966707004515,-0.001503735374749793,,,,-0.0001983244245047642,-3.8875714341251004e-05,-8.693549956299004e-05,-3.8875714341251065e-05,-3.8875714341251e-05,-3.887571434125111e-05,,-0.000346059985364972,-5.497963116494382e-05,-0.0003138166674089335,-0.0015177510227505492,-3.887571434125112e-05,-3.887571434125114e-05,-0.00046781071736826015,-8.693549956299066e-05,-3.887571434125108e-05,-3.8875714341251214e-05,,-0.0003590030289733748,-3.887571434125117e-05,-0.00013469822861307039,-3.887571434125117e-05,-0.0009610722482456908,-0.00030398376989964287,-0.00014020108774718615,-0.00018241774043397773,-9.523491978593255e-05,-0.0001506059842001824,-0.00010997208930716457,-3.887571434125111e-05,-0.0006599508665960378,-0.0004123124567737177,-6.733733025728224e-05,0.0029445660242576805,-0.002789825030156914,-0.004081337970296251,-0.0007449064371925129,-0.00022682796553321656,0.004231543636230535,-0.009781758513368384,-0.0009394255113477476,0.05012228911933961,-0.0020687275094021964,-0.0005115533878383795,-0.0010451160617398862,-0.0021760213986009246,-0.0003991652755479878,-0.00046944142588312306,0.0001824177404341274,-0.0001824177404339774,6.733733025847424e-05,-0.00016235916348153118
CLASSIFICATION_C1235,-0.002179822704366888,-0.0005276332941820527,-0.0008014193542074613,-0.00015552704332253306,-0.00010997208930716455,-0.00010997208930716457,-0.003147693207725139,-0.0003648070752146499,-0.00019048465146535666,-0.00015552704332253336,0.009176676031541592,-0.00385357355582468,-0.0033389887045308223,-0.0034216618225522,-0.0025606522450056434,-0.002652694624475212,-0.0011452479034504792,-0.01632604738910293,-0.0007546056861009699,0.016434892783325696,-0.0005501171407866587,-0.00015552704332253377,-0.0003648070752146478,-0.00019048465146535813,-0.01772711550211248,-0.007161839568265184,-0.0005389920309421432,-0.00010997208930716442,1.0,,-0.00026940168898056943,-0.00026940168898057014,-0.0005276332941820535,-0.00010997208930716443,-0.00010997208930716451,-0.00010997208930716443,-0.00034782313500922297,-0.00015552704332253312,-0.00019048465146535772,-0.0001904846514653577,-0.00010997208930716454,-0.0010392538148836369,-0.0002694016889805705,-0.0006872833191977247,,-0.0007132692630213201,-0.00010997208930716477,-0.0006126560455984555,-0.0003966025268977526,-0.00010997208930716473,-0.00010997208930716454,-0.00019048465146535512,-0.0016192570553260441,-0.00026940168898057225,-0.00010997208930716442,-0.0001099720893071646,-0.00036480707521465154,-0.00010997208930716425,-0.00010997208930716454,-0.008221932814803119,-0.004253784752987898,,,,-0.0005610225224925817,-0.00010997208930716446,-0.0002459241890189387,-0.00010997208930716473,-0.00010997208930716454,-0.00010997208930716442,,-0.000978938657747327,-0.0001555270433225329,-0.0008877283712765726,-0.004293432386986538,-0.00010997208930716439,-0.00010997208930716466,-0.001323348595930012,-0.00024592418901894065,-0.00010997208930716444,-0.00010997208930716454,,-0.0010155520955124943,-0.00010997208930716448,-0.00038103597265183196,-0.00010997208930716452,-0.0027186927598797394,-0.0008599129522839367,-0.00039660252689774854,-0.0005160255028659346,-0.000269401688980569,-0.00042603602339678405,-0.00031109037175299474,-0.00010997208930716443,-0.001866876965978457,-0.0011663544474258692,-0.000190484651465354,0.008329623861005086,-0.00789189067176136,-0.011545338043753465,-0.0021072003080723736,-0.0006416536829141318,0.011970241642014596,0.006378402815196748,0.012307615123230873,-0.0021940755547960795,-0.005852041313483045,-0.0014470883893971536,-0.0029564369124930614,-0.006155555560488295,-0.00112916354270828,-0.0013279615638321879,0.0005160255028663903,-0.0005160255028659332,0.0001904846514659353,-0.0005215581402450178
CLASSIFICATION_C1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
